nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000773	Laura Antonelli	1941	2015	actress	tt0082883,tt0070358,tt0074686,tt0071844
nm0000774	Michelangelo Antonioni	1912	2007	writer,director,editor	tt0053619,tt0047821,tt0073580,tt0060176
nm0000775	Christina Applegate	1971	\N	actress,producer,soundtrack	tt0092400,tt0101757,tt0253867,tt4651520
nm0000776	Michael Apted	1941	2021	director,producer,miscellaneous	tt0384766,tt0454776,tt0095243,tt0157583
nm0000777	Gregg Araki	1959	\N	writer,director,producer	tt2238050,tt0370986,tt1523483,tt0094134
nm0000778	Alfonso Arau	1932	\N	actor,director,writer	tt2380307,tt0092086,tt0103994,tt0114887
nm0000779	Roscoe 'Fatty' Arbuckle	1887	1933	actor,director,writer	tt0007819,tt0009123,tt0007761,tt0012382
nm0000780	Denys Arcand	1941	\N	writer,director,actor	tt0338135,tt7231342,tt0090985,tt0097635
nm0000781	Eve Arden	1908	1990	actress,soundtrack	tt0044287,tt0077631,tt0052561,tt0037913
nm0000782	Asia Argento	1975	\N	actress,director,writer	tt0295701,tt0804507,tt0368774,tt0418819
nm0000783	Dario Argento	1940	\N	writer,director,producer	tt0084777,tt0073582,tt0087909,tt0065143
nm0000784	Pedro Armendáriz	1912	1963	actor,producer	tt0037981,tt0057076,tt0040064,tt0040369
nm0000785	Alison Armitage	1965	\N	actress	tt0115237,tt0116695,tt0180339,tt0105930
nm0000786	George Armitage	1942	\N	producer,writer,director	tt0119229,tt0075393,tt0065760,tt0100143
nm0000787	Bess Armstrong	1953	\N	actress	tt0108872,tt0082405,tt0085750,tt0091653
nm0000788	Gillian Armstrong	1950	\N	director,producer,writer	tt0110367,tt0117206,tt0245046,tt0079596
nm0000789	Desi Arnaz	1917	1986	producer,actor,production_manager	tt0047191,tt1243974,tt0041475,tt0043208
nm0000790	James Arness	1923	2011	actor,producer,miscellaneous	tt0092527,tt0047736,tt0047573,tt0044121
nm0000791	Jack Arnold	1912	1992	director,producer,writer	tt0043138,tt0050539,tt0045920,tt0046876
nm0000792	Tom Arnold	1959	\N	actor,producer,writer	tt0111503,tt0242445,tt0119640,tt0117768
nm0000793	Alexis Arquette	1969	2016	actress,art_department,producer	tt0144120,tt0110912,tt0283003,tt0160862
nm0000794	Lewis Arquette	1935	2001	actor,writer,producer	tt0098439,tt0078966,tt0118111,tt0185431
nm0000795	Jean Arthur	1900	1991	actress,soundtrack	tt0030993,tt0031679,tt0036172,tt0046303
nm0000796	Dana Ashbrook	1967	\N	actor,writer	tt5334704,tt0105665,tt0098936,tt0095990
nm0000797	Hal Ashby	1929	1988	director,editorial_department,actor	tt0061811,tt0070290,tt0078841,tt0067185
nm0000798	Linden Ashby	1960	\N	actor,director	tt0113855,tt0432021,tt1567432,tt0111756
nm0000799	Edward Asner	1929	2021	actor,producer,soundtrack	tt0319343,tt0065314,tt0102138,tt1049413
nm0000800	Armand Assante	1949	\N	actor,soundtrack,producer	tt0116441,tt0113492,tt0765429,tt0104802
nm0000801	Olivier Assayas	1955	\N	writer,director,producer	tt2452254,tt0401711,tt4714782,tt1321865
nm0000802	Mary Astor	1906	1987	actress,soundtrack	tt0034428,tt0033870,tt0033677,tt0037059
nm0000803	Christopher Atkins	1961	\N	actor,writer,producer	tt0084504,tt0086011,tt0080453,tt0493406
nm0000804	Stéphane Audran	1932	2018	actress,soundtrack	tt0062728,tt0068361,tt0092603,tt0064106
nm0000805	Claudine Auger	1941	2019	actress,soundtrack	tt1369743,tt0059800,tt0067656,tt0080718
nm0000806	Bille August	1948	\N	director,writer,cinematographer	tt0438859,tt0119683,tt0107151,tt0093713
nm0000807	Jane Austen	1775	1817	writer	tt0114388,tt0414387,tt13456318,tt0116191
nm0000808	Paul Auster	1947	\N	writer,director,producer	tt0479074,tt3350042,tt0125879,tt0114478
nm0000809	Daniel Auteuil	1950	\N	actor,director,writer	tt0091288,tt1473063,tt0387898,tt0243493
nm0000810	Gene Autry	1907	1998	music_artist,soundtrack,actor	tt0026867,tt0034106,tt0027361,tt0042110
nm0000811	Frankie Avalon	1940	\N	soundtrack,actor,producer	tt0077631,tt0059726,tt0112641,tt0058953
nm0000812	Roger Avary	1965	\N	producer,writer,director	tt0105236,tt0110265,tt0110912,tt0442933
nm0000813	Tex Avery	1908	1980	director,actor,writer	tt0038702,tt0032243,tt0033260,tt0038595
nm0000814	John G. Avildsen	1935	2017	director,editor,producer	tt0087538,tt0100507,tt0097647,tt0075148
nm0000815	Mili Avital	1972	\N	actress,director,editor	tt0111282,tt0181199,tt0112817,tt0120723
nm0000816	Jon Avnet	1949	\N	producer,director,writer	tt0086200,tt0101921,tt0118055,tt0947798
nm0000817	Lew Ayres	1908	1996	actor,soundtrack,director	tt0020629,tt0040495,tt0030241,tt0069768
nm0000818	Shabana Azmi	1950	\N	actress,music_department	tt0116308,tt2792284,tt0083578,tt5286444
nm0000819	Barbara Bach	1946	\N	actress,soundtrack	tt0076752,tt0080058,tt0077572,tt0064750
nm0000820	Burt Bacharach	1928	2023	soundtrack,composer,music_department	tt0064115,tt0082031,tt0119738,tt0145660
nm0000821	Amitabh Bachchan	1942	\N	actor,producer,writer	tt0213890,tt0337578,tt0375611,tt5571734
nm0000822	Jim Backus	1913	1989	actor,soundtrack,writer	tt0076538,tt0057751,tt0048545,tt0057193
nm0000823	Angelo Badalamenti	1937	2022	composer,music_department,soundtrack	tt0344510,tt0116922,tt0105665,tt0166924
nm0000824	John Badham	1939	\N	director,producer,actor	tt0076666,tt0094025,tt0091949,tt0086567
nm0000825	Mary Badham	1952	\N	actress	tt0056592,tt0061089,tt0060626,tt0052520
nm0000826	Jane Badler	1953	\N	actress,producer,soundtrack	tt0086822,tt4054004,tt4244730,tt0085106
nm0000827	Maxine Bahns	1971	\N	actress	tt6517320,tt8558774,tt0112585,tt0117628
nm0000828	Barbara Bain	1931	\N	actress,soundtrack	tt0072564,tt8717656,tt0060009,tt0270197
nm0000829	Stuart Baird	1947	\N	editor,editorial_department,director	tt0078346,tt0253754,tt1074638,tt0381061
nm0000830	Oksana Baiul	1977	\N	actress	tt0118186,tt0243458,tt7462076,tt0115101
nm0000832	Diane Baker	1938	\N	actress,producer,production_manager	tt0102926,tt0052948,tt0057426,tt0058329
nm0000833	Joe Don Baker	1936	\N	actor,miscellaneous,production_manager	tt0093428,tt0112715,tt0113189,tt0116996
nm0000834	Kathy Baker	1950	\N	actress,producer	tt1315216,tt0124315,tt0103512,tt0159365
nm0000835	Ralph Bakshi	1938	\N	director,animation_department,writer	tt0068612,tt0085542,tt0077869,tt0076929
nm0000836	Scott Bakula	1954	\N	actor,producer,soundtrack	tt0096684,tt0244365,tt0169547,tt1291580
nm0000837	Bob Balaban	1945	\N	actor,director,producer	tt0075860,tt0280707,tt0379725,tt0310281
nm0000838	Daniel Baldwin	1960	\N	actor,producer,director	tt0758751,tt1600194,tt1830617,tt0368479
nm0000839	Ina Balin	1937	1990	actress,writer,producer	tt0076984,tt0058456,tt0054757,tt0053841
nm0000840	Lucille Ball	1911	1989	producer,actress,production_manager	tt0062570,tt0047191,tt0043208,tt0055686
nm0000841	Michael Ballhaus	1935	2017	cinematographer,director,actor	tt0106226,tt0217505,tt0103874,tt0099685
nm0000842	Martin Balsam	1919	1996	actor	tt0059798,tt0074119,tt0054215,tt0050083
nm0000843	Anne Bancroft	1931	2005	actress,soundtrack,director	tt0061722,tt0119223,tt0056241,tt0076843
nm0000844	Tamasaburô Bandô	1950	\N	actor,director,writer	tt0184507,tt0108639,tt0230866,tt0079041
nm0000845	Tallulah Bankhead	1902	1968	actress	tt0022814,tt0059106,tt0037017,tt0038040
nm0000846	Ian Bannen	1928	1999	actor,soundtrack	tt0093209,tt0059183,tt0166396,tt0112573
nm0000847	Theda Bara	1885	1955	actress,writer	tt0005339,tt0005100,tt0009792,tt0007769
nm0000848	Olivia Barash	\N	\N	actress,soundtrack,producer	tt0090213,tt0101761,tt0083412,tt0087995
nm0000849	Javier Bardem	1969	\N	actor,producer,soundtrack	tt0477348,tt1074638,tt1164999,tt0369702
nm0000850	Clive Barker	1952	\N	writer,producer,actor	tt0100260,tt0103919,tt0093177,tt0887261
nm0000851	Lex Barker	1919	1973	actor	tt0058751,tt0045220,tt0043025,tt0059915
nm0000852	Jean-Marc Barr	1960	\N	actor,producer,director	tt1692227,tt1462411,tt0178721,tt0095250
nm0000853	Bruno Barreto	1955	\N	director,producer,writer	tt0086871,tt0119815,tt0077452,tt2217458
nm0000854	Majel Barrett	1932	2008	actress,producer,writer	tt0070909,tt0117731,tt0253754,tt0111280
nm0000855	Raymond J. Barry	1939	\N	actor	tt0841046,tt0305711,tt0110955,tt0106856
nm0000856	Ethel Barrymore	1879	1959	actress	tt0037135,tt0041746,tt0038975,tt0039694
nm0000857	John Drew Barrymore	1932	2004	actor,director	tt0055866,tt0055855,tt0043340,tt0049949
nm0000858	John Barrymore	1882	1942	actor,soundtrack,writer	tt0014702,tt0022958,tt0022454,tt0025919
nm0000859	Lionel Barrymore	1878	1954	actor,director,soundtrack	tt0038650,tt0030993,tt0021885,tt0040506
nm0000860	Paul Bartel	1938	2000	actor,director,writer	tt0098261,tt0083869,tt0116225,tt0114814
nm0000861	Freddie Bartholomew	1924	1992	producer,actor,soundtrack	tt0026266,tt0030384,tt0028691,tt0036061
nm0000862	Robin Bartlett	1951	\N	actress,miscellaneous	tt0097722,tt0120632,tt1130884,tt2042568
nm0000863	Billy Barty	1924	2000	actor,soundtrack,director	tt0089469,tt0096446,tt0093507,tt0083254
nm0000864	Mikhail Baryshnikov	1948	\N	actor,producer,miscellaneous	tt0101606,tt0090319,tt0076843,tt0136439
nm0000865	Richard Basehart	1914	1984	actor,director,miscellaneous	tt0043560,tt0049513,tt0057798,tt0047528
nm0000866	Saul Bass	1920	1996	miscellaneous,art_department,animation_department	tt0063804,tt0086162,tt0053125,tt0070531
nm0000867	Jason Bateman	1969	\N	actor,producer,director	tt2948356,tt2170299,tt0367279,tt2704998
nm0000868	Justine Bateman	1966	\N	actress,producer,soundtrack	tt6662050,tt0083413,tt0367279,tt6852672
nm0000869	Alan Bates	1934	2003	actor,soundtrack,producer	tt0066579,tt0164184,tt0280707,tt0265349
nm0000870	Kathy Bates	1948	\N	actress,director,soundtrack	tt0120338,tt0109642,tt0100157,tt0257360
nm0000871	Randall Batinkoff	1968	\N	actor,producer,director	tt2357144,tt0119874,tt0105327,tt0103893
nm0000872	Patrick Bauchau	\N	\N	actor,writer,producer	tt0258000,tt0319969,tt0115320,tt0090264
nm0000873	Belinda Bauer	1950	\N	actress	tt0090066,tt0098546,tt0100502,tt0085549
nm0000874	Steven Bauer	1956	\N	actor,producer,soundtrack	tt0086250,tt1769323,tt0181865,tt0117381
nm0000875	L. Frank Baum	1856	1919	writer,producer,miscellaneous	tt0089908,tt0000679,tt0004207,tt0032138
nm0000876	Noah Baumbach	1969	\N	writer,director,producer	tt0367089,tt7653254,tt6160448,tt2347569
nm0000877	Lamberto Bava	1944	\N	director,assistant_director,producer	tt0101493,tt0090930,tt0089013,tt0088100
nm0000878	Mario Bava	1914	1980	cinematographer,special_effects,director	tt0068863,tt0067656,tt0059792,tt0055022
nm0000879	Anne Baxter	1923	1985	actress,soundtrack	tt0035015,tt0038873,tt0042192,tt0049833
nm0000880	Meredith Baxter	1947	\N	actress,soundtrack,producer	tt0083413,tt0073992,tt0074119,tt0105833
nm0000881	Michael Bay	1965	\N	producer,director,actor	tt0117500,tt1055369,tt0120591,tt2109248
nm0000882	Nathalie Baye	1948	\N	actress,soundtrack,writer	tt1650048,tt0174330,tt0204709,tt0264464
nm0000883	Stephanie Beacham	1947	\N	actress,soundtrack	tt0096698,tt0068505,tt0081856,tt0452643
nm0000884	Jennifer Beals	1963	\N	actress,producer,soundtrack	tt0113101,tt0085549,tt0088851,tt1037705
nm0000885	Ned Beatty	1937	2021	actor,soundtrack	tt0822854,tt0074958,tt0068473,tt0078346
nm0000886	Warren Beatty	1937	\N	actor,soundtrack,producer	tt0077663,tt0061418,tt0082979,tt0118798
nm0000887	Harold Becker	1928	\N	director,producer,cinematographer	tt0249478,tt0107497,tt0098273,tt0120749
nm0000888	Meret Becker	1969	\N	actress,soundtrack,composer	tt0111183,tt0408306,tt0128133,tt0111613
nm0000889	Bonnie Bedelia	1948	\N	actress,soundtrack	tt0100404,tt0085656,tt0095016,tt0099423
nm0000890	Noah Beery Jr.	1913	1994	actor,soundtrack	tt0070895,tt0071042,tt0040724,tt0031762
nm0000891	Wallace Beery	1885	1949	actor,director,soundtrack	tt0023948,tt0025948,tt0022958,tt0040271
nm0000892	Jason Beghe	1960	\N	actor,producer	tt1458175,tt0095652,tt0119173,tt0103074
nm0000893	Ed Begley Jr.	1949	\N	actor,producer,director	tt1178663,tt0218839,tt0910936,tt0310281
nm0000894	Jean-Jacques Beineix	1946	2022	assistant_director,producer,director	tt0104473,tt0098226,tt0090563,tt0082269
nm0000895	Barbara Bel Geddes	1922	2005	actress,soundtrack	tt0040221,tt0052357,tt0077000,tt0042832
nm0000896	Harry Belafonte	1927	2023	music_artist,soundtrack,actor	tt7349662,tt0116745,tt0308055,tt0053454
nm0000897	Ralph Bellamy	1904	1991	actor,soundtrack	tt0034398,tt0063522,tt0032599,tt0086465
nm0000898	Kathleen Beller	1956	\N	actress	tt0084749,tt0077952,tt0081856,tt0071562
nm0000899	Monica Bellucci	1964	\N	actress,soundtrack,producer	tt0465602,tt0213847,tt0234215,tt0242653
nm0000900	Pamela Bellwood	1944	\N	actress	tt0081856,tt0081485,tt0075648,tt0075359
nm0000901	Jean-Paul Belmondo	1933	2021	actor,producer,stunts	tt0055082,tt0053472,tt0061452,tt0059592
nm0000902	Jim Belushi	1954	\N	actor,music_department,producer	tt0117468,tt0097637,tt0095963,tt0072562
nm0000903	Brian Benben	1956	\N	actor,producer,writer	tt0167547,tt0098780,tt0099817,tt0110939
nm0000904	William Bendix	1906	1964	actor,soundtrack,writer	tt0037017,tt0044863,tt0035530,tt0034798
nm0000905	Roberto Benigni	1952	\N	actor,writer,director	tt0118799,tt0090967,tt0419198,tt0102164
nm0000906	Annette Bening	1958	\N	actress,soundtrack	tt0169547,tt0842926,tt4385888,tt0099703
nm0000907	Richard Benjamin	1938	\N	actor,director,producer	tt0070291,tt0118954,tt0070909,tt0065636
nm0000908	David Bennent	1966	\N	actor	tt0303457,tt0085289,tt0078875,tt0089469
nm0000909	Constance Bennett	1904	1965	actress,soundtrack,producer	tt0021825,tt0023786,tt0029682,tt0030442
nm0000910	Joan Bennett	1910	1990	actress,soundtrack	tt0024264,tt0038057,tt0037469,tt0076786
nm0000911	Nigel Bennett	1949	\N	actor,director,soundtrack	tt5580390,tt0103417,tt0115243,tt0284978
nm0000912	Jack Benny	1894	1974	actor,soundtrack,producer	tt0034780,tt0033457,tt0035446,tt0042116
nm0000913	Robby Benson	1956	\N	actor,director,soundtrack	tt0040053,tt0101414,tt0108778,tt0076500
nm0000914	Robert Benton	1932	\N	writer,director,producer	tt0061418,tt0087921,tt0079417,tt0078346
nm0000915	Bruce Beresford	1940	\N	director,producer,writer	tt0097239,tt0091081,tt4196848,tt0080310
nm0000916	Peter Berg	1964	\N	producer,actor,writer	tt0369339,tt0108724,tt1091191,tt0124198
nm0000917	Polly Bergen	1930	2014	actress,soundtrack,miscellaneous	tt0055824,tt0048893,tt0058266,tt0099329
nm0000918	Helmut Berger	1944	2023	actor,soundtrack	tt0099674,tt0073634,tt0068883,tt0064118
nm0000919	Senta Berger	1941	\N	actress,producer,soundtrack	tt0062657,tt0090465,tt0896680,tt0061568
nm0000920	Patrick Bergin	1951	\N	actor,soundtrack,producer	tt0102945,tt0105112,tt0102797,tt0102340
nm0000921	Andrew Bergman	1945	\N	writer,director,producer	tt0117765,tt0089155,tt0071230,tt0110167
nm0000922	Sandahl Bergman	1951	\N	actress,soundtrack,miscellaneous	tt0090009,tt0093171,tt0082198,tt0089893
nm0000923	Busby Berkeley	1895	1976	miscellaneous,director,music_department	tt0026421,tt12403068,tt0029725,tt0027686
nm0000924	Elizabeth Berkley	1972	\N	actress,producer,soundtrack	tt0256524,tt0114436,tt1231277,tt0116313
nm0000925	Steven Berkoff	1937	\N	actor,writer,director	tt0086034,tt0066921,tt1243957,tt0086960
nm0000926	Milton Berle	1908	2002	actor,producer,soundtrack	tt0060801,tt0040041,tt0057193,tt0079588
nm0000927	Irving Berlin	1888	1989	soundtrack,music_department,writer	tt0036430,tt0029852,tt0038370,tt0034862
nm0000928	Sandra Bernhard	1955	\N	actress,soundtrack,writer	tt0138967,tt0102070,tt0085794,tt0120901
nm0000929	Corbin Bernsen	1954	\N	actor,producer,writer	tt0097815,tt0116075,tt0373469,tt0110442
nm0000930	Elmer Bernstein	1922	2004	music_department,composer,soundtrack	tt0054047,tt0056592,tt0120891,tt0297884
nm0000931	Elizabeth Berridge	1962	\N	actress,producer	tt0317648,tt0082427,tt0086879,tt0106039
nm0000932	Halle Berry	1966	\N	actress,producer,director	tt0327554,tt0348836,tt0246460,tt0285742
nm0000933	Valerie Bertinelli	1960	\N	actress,producer,soundtrack	tt0095816,tt0926284,tt0078924,tt0072554
nm0000934	Bernardo Bertolucci	1941	2018	writer,director,producer	tt0093389,tt0065571,tt0070849,tt0117737
nm0000935	Bibi Besch	1942	1996	actress	tt0084726,tt0098384,tt0104118,tt0100814
nm0000936	Martine Beswick	1941	\N	actress,soundtrack,miscellaneous	tt0057076,tt0068502,tt0059800,tt0080839
nm0000937	Richard Beymer	1939	\N	actor,cinematographer,editor	tt0226836,tt0055614,tt0098936,tt0056197
nm0000938	Daniela Bianchi	1942	\N	actress	tt0062078,tt0062397,tt0057076,tt0060704
nm0000939	Adrian Biddle	1952	2005	cinematographer,camera_department	tt0090605,tt0103594,tt0434409,tt0103074
nm0000940	Bigas Luna	1946	2013	writer,director,producer	tt0104545,tt0129923,tt0078934,tt0090644
nm0000941	Kathryn Bigelow	1951	\N	director,producer,writer	tt1790885,tt0887912,tt0114558,tt0093605
nm0000942	Theodore Bikel	1924	2015	actor,soundtrack,director	tt0043265,tt0050356,tt0051525,tt0058385
nm0000943	Traci Bingham	1968	\N	actress	tt3572718,tt0096542,tt0373163,tt0114608
nm0000944	Antonia Bird	1951	2013	director,producer	tt0110889,tt0119092,tt0263181,tt0129332
nm0000945	Jane Birkin	1946	2023	soundtrack,actress,director	tt0083908,tt0901473,tt0060176,tt0077413
nm0000946	Whit Bissell	1909	1996	actor,soundtrack	tt0070723,tt0046876,tt0054387,tt0054047
nm0000947	Karen Black	1939	2013	actress,soundtrack,writer	tt0073440,tt0251736,tt0065724,tt0071577
nm0000948	Shane Black	1961	\N	writer,actor,director	tt0093773,tt3799694,tt0373469,tt1300854
nm0000949	Cate Blanchett	1969	\N	actress,producer,writer	tt2334873,tt0120737,tt0421715,tt2402927
nm0000950	Brenda Blethyn	1946	\N	actress,soundtrack,writer	tt0147004,tt0195234,tt0414387,tt0117589
nm0000951	Joan Blondell	1906	1979	actress,soundtrack	tt0059037,tt0050307,tt0077631,tt0079672
nm0000952	Hart Bochner	1956	\N	actor,director,writer	tt0095016,tt0078902,tt0088206,tt0106364
nm0000953	Peter Bogdanovich	1939	2022	actor,director,writer	tt0079843,tt0063671,tt0067328,tt0070510
nm0000954	Jon Bon Jovi	1962	\N	music_artist,soundtrack,actor	tt0384286,tt1389096,tt0100994,tt0141926
nm0000955	Ward Bond	1903	1960	actor,soundtrack	tt0033870,tt0045061,tt0038650,tt0049730
nm0000956	Lisa Bonet	1967	\N	actress,director,soundtrack	tt0092563,tt0120660,tt0086687,tt0146882
nm0000957	Jan de Bont	1943	\N	cinematographer,camera_department,producer	tt0117998,tt0111257,tt0171363,tt0181689
nm0000958	John Boorman	1933	\N	producer,director,writer	tt0068473,tt0082348,tt0093209,tt0120706
nm0000959	Powers Boothe	1948	2017	actor,soundtrack	tt0114576,tt0087985,tt0401792,tt0848228
nm0000960	Barry Bostwick	1945	\N	actor,soundtrack,producer	tt0070544,tt0117723,tt0073629,tt0084316
nm0000961	Timothy Bottoms	1951	\N	actor,producer	tt0070509,tt0067277,tt0067328,tt0363589
nm0000962	Carole Bouquet	1957	\N	actress,director,soundtrack	tt0098520,tt0398664,tt0082398,tt0281364
nm0000963	Stephen Boyd	1931	1977	actor,soundtrack,producer	tt0060801,tt0059219,tt0052618,tt0060397
nm0000964	Charles Boyer	1899	1978	actor,producer,soundtrack	tt0028739,tt0029855,tt0033722,tt0036855
nm0000965	Danny Boyle	1956	\N	director,producer,actor	tt1010048,tt1542344,tt0289043,tt0111149
nm0000966	Lorraine Bracco	1954	\N	actress,producer,director	tt0104839,tt0141842,tt0112461,tt0099685
nm0000967	Eric Braeden	1941	\N	actor,producer	tt0120338,tt0067065,tt0064177,tt0069658
nm0000968	Sonia Braga	1950	\N	actress,producer,soundtrack	tt0077452,tt0089424,tt0095654
nm0000969	Lillo Brancato	1976	\N	actor,producer	tt0180052,tt0112740,tt0110971,tt0106489
nm0000970	Jonathan Brandis	1976	2003	actor,miscellaneous,director	tt0099864,tt0100240,tt0104670,tt0106126
nm0000971	Nicoletta Braschi	1960	\N	actress,producer	tt0102164,tt0118799,tt0090967,tt6752992
nm0000972	Tinto Brass	1933	\N	actor,writer,director	tt0080491,tt0057942,tt0065161,tt0104014
nm0000973	Benjamin Bratt	1963	\N	actor,producer,director	tt0106697,tt2380307,tt0181865,tt0212346
nm0000974	Walter Brennan	1894	1974	actor,soundtrack	tt0037382,tt0040724,tt0053221,tt0033253
nm0000975	Robert Bresson	1901	1999	writer,director,assistant_director	tt0042619,tt0061996,tt0060138,tt0049902
nm0000976	Martin Brest	1951	\N	director,producer,actor	tt0119643,tt0086960,tt0095631,tt0105323
nm0000977	Beau Bridges	1941	\N	actor,director,producer	tt0097322,tt1033575,tt2097307,tt0467197
nm0000978	Lloyd Bridges	1913	1998	actor,soundtrack,director	tt0080339,tt0107144,tt0102059,tt0083530
nm0000979	Wilford Brimley	1934	2020	actor,stunts	tt0106918,tt0084787,tt0087781,tt0119360
nm0000980	Jim Broadbent	1949	\N	actor,writer,soundtrack	tt0203009,tt1007029,tt1431181,tt0217505
nm0000981	James Brolin	1940	\N	actor,producer,director	tt0070909,tt0077294,tt0078767,tt0181865
nm0000982	Josh Brolin	1968	\N	actor,producer,director	tt0477348,tt1791528,tt4154756,tt4154796
