tconst	averageRating	numVotes
tt0008359	5.8	49
tt0008361	4.6	25
tt0008362	7.2	78
tt0008371	7.2	32
tt0008372	6.8	45
tt0008374	6.2	43
tt0008377	5.9	1102
tt0008379	4.6	13
tt0008381	8.6	119
tt0008387	1.1	23
tt0008389	5.7	38
tt0008392	4.8	14
tt0008394	5.4	17
tt0008395	6.8	600
tt0008401	5.7	244
tt0008402	4.5	18
tt0008411	6.1	40
tt0008416	6.4	31
tt0008426	7.8	13
tt0008431	6.1	18
tt0008432	5.8	52
tt0008442	6.9	65
tt0008443	6.7	1518
tt0008447	4.1	13
tt0008457	5.3	16
tt0008458	6.3	115
tt0008476	5.8	36
tt0008489	6.4	180
tt0008491	5.1	25
tt0008493	5.0	64
tt0008495	4.2	13
tt0008496	6.3	20
tt0008498	6.3	122
tt0008499	6.3	882
tt0008500	6.1	222
tt0008502	2.1	23
tt0008510	5.5	13
tt0008519	6.1	850
tt0008523	5.6	1532
tt0008526	8.2	95
tt0008528	9.3	15
tt0008535	4.6	18
tt0008536	6.7	231
tt0008539	5.2	28
tt0008541	5.4	127
tt0008543	8.0	23
tt0008544	7.0	30
tt0008547	4.5	46
tt0008549	6.1	16
tt0008550	6.1	127
tt0008551	4.8	55
tt0008558	4.1	24
tt0008561	6.0	125
tt0008562	4.3	23
tt0008565	6.3	24
tt0008571	6.6	109
tt0008579	5.3	27
tt0008599	6.1	10
tt0008605	4.3	48
tt0008608	7.0	40
tt0008614	7.9	14
tt0008622	6.2	14
tt0008623	6.4	27
tt0008628	5.7	56
tt0008630	5.9	20
tt0008634	6.3	678
tt0008636	4.8	20
tt0008638	3.3	19
tt0008639	5.6	149
tt0008651	3.6	27
tt0008652	6.0	155
tt0008657	5.7	29
tt0008658	4.1	26
tt0008662	5.6	65
tt0008663	7.3	2264
tt0008666	6.1	21
tt0008670	5.4	71
tt0008672	6.0	237
tt0008677	5.2	14
tt0008679	5.0	505
tt0008687	6.1	191
tt0008688	7.5	140
tt0008690	5.4	59
tt0008692	5.4	46
tt0008696	6.5	32
tt0008698	5.5	28
tt0008706	6.3	24
tt0008710	6.6	239
tt0008720	5.4	17
tt0008723	6.3	86
tt0008725	5.7	49
tt0008730	6.4	43
tt0008735	5.7	49
tt0008738	5.3	12
tt0008742	7.5	27
tt0008745	3.9	27
tt0008753	6.3	18
tt0008759	5.5	19
tt0008761	3.5	25
tt0008764	5.4	64
tt0008765	6.9	15
tt0008775	6.4	656
tt0008783	6.2	66
tt0008784	6.0	17
tt0008786	6.2	109
tt0008787	8.2	19
tt0008797	6.1	26
tt0008800	6.8	135
tt0008803	6.3	13
tt0008804	3.9	27
tt0008806	4.1	25
tt0008807	6.4	107
tt0008808	5.3	23
tt0008810	4.3	35
tt0008811	5.1	207
tt0008817	1.5	23
tt0008821	2.4	20
tt0008822	6.0	103
tt0008825	5.7	30
tt0008826	5.3	61
tt0008827	6.1	816
tt0008828	4.6	12
tt0008832	4.8	24
tt0008836	5.3	40
tt0008840	5.5	12
tt0008843	5.8	178
tt0008844	6.2	358
tt0008845	5.6	25
tt0008848	4.7	64
tt0008851	6.8	15
tt0008854	5.4	716
tt0008855	5.5	13
tt0008860	5.3	57
tt0008865	6.3	22
tt0008866	5.6	63
tt0008874	6.7	1433
tt0008876	6.9	59
tt0008879	7.2	2050
tt0008882	7.7	28
tt0008884	6.5	208
tt0008891	6.9	993
tt0008892	5.9	117
tt0008895	5.4	53
tt0008899	6.5	107
tt0008901	5.6	54
tt0008902	6.8	17
tt0008903	5.4	18
tt0008905	4.7	23
tt0008906	4.3	18
tt0008907	5.4	1159
tt0008915	6.4	23
tt0008918	6.6	33
tt0008919	6.2	25
tt0008923	5.7	48
tt0008930	5.8	185
tt0008933	6.3	23
tt0008939	8.1	42
tt0008947	1.7	14
tt0008950	6.0	398
tt0008951	5.4	21
tt0008952	6.9	29
tt0008955	8.6	119
tt0008957	5.0	44
tt0008961	6.1	254
tt0008972	6.6	22
tt0008975	6.6	1848
tt0008978	4.8	105
tt0008979	7.6	17
tt0008983	3.9	24
tt0008984	7.4	50
tt0008990	6.7	26
tt0008998	7.1	21
tt0009001	6.6	15
tt0009014	6.0	224
tt0009015	5.1	112
tt0009017	7.6	38
tt0009018	7.7	9411
tt0009020	7.3	21
tt0009021	5.2	12
tt0009026	6.3	141
tt0009031	5.3	12
tt0009045	5.5	119
tt0009046	5.3	19
tt0009047	6.6	48
tt0009051	6.1	24
tt0009062	6.1	622
tt0009063	6.3	23
tt0009071	5.5	97
tt0009079	6.3	57
tt0009082	5.6	51
tt0009086	5.4	329
tt0009088	6.0	153
tt0009089	5.8	13
tt0009092	4.8	16
tt0009096	5.7	35
tt0009099	6.4	227
tt0009104	6.6	72
tt0009105	6.0	354
tt0009109	6.3	132
tt0009118	7.6	13
tt0009123	6.1	1275
tt0009125	4.4	38
tt0009126	3.3	17
tt0009128	6.5	23
tt0009130	6.8	70
tt0009131	2.1	20
tt0009133	7.1	86
tt0009136	6.4	29
tt0009137	7.4	29
tt0009142	6.2	65
tt0009144	5.4	65
tt0009145	5.9	109
tt0009150	6.6	1087
tt0009153	6.0	382
tt0009156	4.8	13
tt0009159	7.4	13
tt0009170	5.4	12
tt0009171	6.1	177
tt0009176	7.0	11
tt0009179	5.5	54
tt0009185	5.8	19
tt0009193	5.6	21
tt0009198	6.3	17
tt0009204	6.8	28
tt0009205	7.5	24
tt0009209	6.5	33
tt0009212	6.0	21
tt0009214	6.0	96
tt0009220	6.7	17
tt0009224	7.6	14
tt0009233	5.4	25
tt0009234	5.8	43
tt0009240	5.8	45
tt0009241	5.8	645
tt0009246	5.7	320
tt0009247	3.9	23
tt0009249	4.3	22
tt0009251	7.4	14
tt0009252	6.2	39
tt0009257	6.0	18
tt0009259	4.2	13
tt0009267	4.6	15
tt0009273	6.4	143
tt0009278	6.9	20
tt0009279	5.4	21
tt0009286	3.9	13
tt0009289	7.2	19
tt0009302	7.1	24
tt0009304	5.1	25
tt0009305	5.4	36
tt0009306	6.6	76
tt0009309	6.5	57
tt0009316	6.4	221
tt0009322	4.0	28
tt0009325	5.4	36
tt0009326	6.5	159
tt0009334	6.5	19
tt0009337	6.0	9
tt0009354	6.6	12
tt0009356	5.5	682
tt0009358	6.2	17
tt0009359	5.1	35
tt0009369	6.1	1163
tt0009376	6.9	21
tt0009378	4.6	13
tt0009389	5.9	906
tt0009400	6.8	104
tt0009405	6.2	52
tt0009406	5.7	59
tt0009415	6.3	21
tt0009416	4.8	22
tt0009419	5.1	30
tt0009420	6.1	46
tt0009423	6.1	16
tt0009425	6.8	21
tt0009430	4.7	16
tt0009431	6.0	16
tt0009434	5.8	306
tt0009436	7.1	24
tt0009440	6.2	239
tt0009445	8.5	34
tt0009454	6.4	18
tt0009466	6.4	1219
tt0009469	6.5	18
tt0009470	6.1	20
tt0009471	5.6	13
tt0009475	5.2	526
tt0009480	6.1	22
tt0009481	6.4	13
tt0009483	7.3	14
tt0009489	5.1	12
tt0009492	7.3	29
tt0009494	4.2	48
tt0009502	7.4	15
tt0009522	5.6	137
tt0009523	6.3	22
tt0009524	5.0	15
tt0009527	6.7	23
tt0009544	8.2	36
tt0009546	5.4	34
tt0009547	7.0	10
tt0009549	7.0	20
tt0009550	6.9	69
tt0009551	7.6	17
tt0009552	5.4	18
tt0009554	5.4	20
tt0009557	5.3	14
tt0009558	4.4	54
tt0009559	6.3	430
tt0009560	6.3	58
tt0009561	6.0	19
tt0009563	4.3	42
tt0009568	6.9	55
tt0009573	6.4	51
tt0009575	7.3	28
tt0009578	2.7	24
tt0009580	3.8	47
tt0009587	4.3	19
tt0009588	4.1	18
tt0009593	7.8	16
tt0009596	5.2	23
tt0009600	5.7	23
tt0009601	7.0	17
tt0009603	5.9	18
tt0009604	6.0	12
tt0009605	7.2	8
tt0009608	5.5	743
tt0009610	6.7	19
tt0009611	7.3	7263
tt0009615	6.6	13
tt0009619	6.1	22
tt0009620	6.9	1241
tt0009621	5.2	13
tt0009622	4.4	26
tt0009629	5.5	127
tt0009630	6.9	25
tt0009631	5.3	59
tt0009637	6.6	20
tt0009650	5.2	44
tt0009651	6.2	40
tt0009652	6.9	1536
tt0009655	4.6	15
tt0009659	6.4	28
tt0009666	6.4	19
tt0009676	6.5	37
tt0009677	7.3	24
tt0009678	6.5	615
tt0009682	5.8	909
tt0009689	5.9	113
tt0009690	4.1	49
tt0009693	5.0	13
tt0009694	6.3	112
tt0009696	4.0	49
tt0009700	5.1	19
tt0009701	7.1	450
tt0009702	5.5	26
tt0009706	7.6	14
tt0009720	7.1	15
tt0009721	6.6	28
tt0009722	8.0	13
tt0009732	5.6	331
tt0009737	6.0	144
tt0009741	5.8	16
tt0009750	4.5	30
tt0009754	4.3	26
tt0009757	7.0	62
tt0009764	6.2	33
tt0009765	4.8	54
tt0009766	5.4	26
tt0009771	4.4	34
tt0009781	7.2	16
tt0009789	6.1	17
tt0009790	5.7	15
tt0009796	6.6	350
tt0009801	6.5	13
tt0009803	5.2	16
tt0009806	6.3	95
tt0009811	4.3	51
tt0009825	5.9	42
tt0009826	6.8	14
tt0009827	5.5	24
tt0009829	5.4	36
tt0009832	5.2	13
tt0009833	5.1	24
tt0009837	3.9	66
tt0009842	6.5	21
tt0009851	8.6	15
tt0009852	6.6	16
tt0009853	5.4	39
tt0009857	4.2	18
tt0009858	6.3	44
tt0009859	4.6	70
tt0009861	2.0	20
tt0009866	5.5	14
tt0009878	7.0	1441
tt0009879	7.2	81
tt0009887	6.9	1206
tt0009890	4.8	23
tt0009892	5.5	1221
tt0009893	7.2	2125
tt0009894	7.0	229
tt0009899	6.6	1383
tt0009900	6.2	965
tt0009903	3.8	61
tt0009904	1.7	13
tt0009905	7.7	109
tt0009915	7.2	367
tt0009916	6.2	11
tt0009918	7.6	62
tt0009922	5.3	19
tt0009927	5.4	25
tt0009932	6.0	939
tt0009936	6.0	28
tt0009937	6.9	1659
tt0009944	4.9	26
tt0009946	6.4	61
tt0009949	5.8	53
tt0009950	5.3	63
tt0009960	6.8	20
tt0009968	7.2	10903
tt0009969	6.4	206
tt0009972	6.0	21
tt0009973	6.9	1352
tt0009975	5.8	25
tt0009976	5.9	728
tt0009977	5.5	176
tt0009978	5.0	106
tt0009986	6.4	514
tt0009987	6.6	18
tt0009989	6.6	29
tt0009991	6.1	23
tt0009996	5.9	461
tt0010002	5.0	17
tt0010006	4.7	89
tt0010008	8.1	49
tt0010010	6.9	19
tt0010013	6.7	103
tt0010020	6.2	12
tt0010023	5.5	75
tt0010032	6.5	19
tt0010040	6.6	1459
tt0010043	5.7	11
tt0010045	5.2	61
tt0010049	7.8	50
tt0010057	6.6	3576
tt0010058	6.3	33
tt0010059	6.5	20
tt0010060	6.2	897
tt0010061	6.7	122
tt0010063	4.9	14
tt0010071	6.5	1253
tt0010072	5.6	229
tt0010087	5.2	19
tt0010088	4.8	14
tt0010089	6.9	17
tt0010091	5.2	17
tt0010102	6.0	36
tt0010103	5.8	696
tt0010108	6.7	185
tt0010112	6.0	111
tt0010113	6.0	54
tt0010114	5.3	22
tt0010119	4.2	62
tt0010120	3.6	41
tt0010128	5.6	71
tt0010131	5.0	20
tt0010133	4.2	22
tt0010134	3.7	20
tt0010137	5.9	747
tt0010146	6.9	1145
tt0010155	6.7	1513
tt0010158	6.7	21
tt0010162	6.4	241
tt0010168	5.4	25
tt0010176	4.8	15
tt0010178	6.0	47
tt0010180	6.8	155
tt0010181	5.8	75
tt0010183	5.0	26
tt0010186	3.8	29
tt0010189	5.8	24
tt0010190	6.7	27
tt0010193	6.0	745
tt0010195	6.8	312
tt0010198	4.3	83
tt0010199	4.2	40
tt0010200	3.6	40
tt0010201	5.9	55
tt0010203	6.8	84
tt0010206	6.6	127
tt0010208	5.6	802
tt0010209	7.0	20
tt0010214	4.2	35
tt0010215	7.1	33
tt0010219	5.1	402
tt0010221	6.0	938
tt0010225	5.5	12
tt0010227	6.3	569
tt0010229	5.5	32
tt0010233	5.6	149
tt0010239	7.3	21
tt0010244	7.5	44
tt0010247	7.1	1530
tt0010248	5.7	64
tt0010249	5.7	31
tt0010255	6.0	108
tt0010256	6.7	22
tt0010258	6.2	792
tt0010259	6.5	45
tt0010265	6.1	18
tt0010267	6.7	1027
tt0010271	5.1	17
tt0010276	5.5	23
tt0010279	5.6	183
tt0010281	6.8	1599
tt0010284	5.2	13
tt0010292	6.1	27
tt0010298	7.2	172
tt0010307	7.7	1986
tt0010311	5.8	116
tt0010313	5.5	36
tt0010315	7.0	36
tt0010316	6.0	60
tt0010319	1.8	23
tt0010321	6.2	554
tt0010322	4.9	102
tt0010323	8.0	68621
tt0010325	5.6	24
tt0010328	6.2	75
tt0010330	6.6	67
tt0010331	6.5	25
tt0010337	4.1	20
tt0010352	5.2	25
tt0010356	5.5	68
tt0010357	6.1	50
tt0010358	5.8	33
tt0010375	6.6	60
tt0010382	6.3	58
tt0010386	6.3	138
tt0010391	6.7	327
tt0010402	6.4	80
tt0010404	6.4	21
tt0010408	3.4	28
tt0010418	6.9	1951
tt0010419	6.5	25
tt0010422	5.5	20
tt0010425	5.2	13
tt0010428	4.7	25
tt0010432	1.3	28
tt0010435	6.0	456
tt0010437	5.2	13
tt0010438	4.6	74
tt0010444	6.6	22
tt0010446	6.0	159
tt0010456	6.0	239
tt0010466	6.7	254
tt0010469	5.5	16
tt0010470	4.7	17
tt0010472	4.4	52
tt0010476	5.8	30
tt0010483	7.2	21
tt0010484	7.1	229
tt0010490	6.3	44
tt0010495	4.6	16
tt0010497	4.9	18
tt0010499	7.1	27
tt0010501	6.3	21
tt0010502	6.0	21
tt0010505	6.0	16
tt0010506	5.1	119
tt0010507	6.7	17
tt0010508	6.1	232
tt0010515	5.6	17
tt0010516	6.6	76
tt0010522	5.4	158
tt0010532	7.7	21
tt0010533	5.9	151
tt0010534	5.2	48
tt0010540	7.0	56
tt0010541	6.9	34
tt0010544	3.9	67
tt0010548	7.0	34
tt0010552	6.3	95
tt0010558	5.1	22
tt0010559	6.4	224
tt0010562	6.8	23
tt0010565	6.5	23
tt0010566	7.4	53
tt0010570	7.2	17
tt0010571	7.2	12
tt0010587	7.0	16
tt0010596	5.0	16
tt0010598	6.6	1032
tt0010600	7.4	2311
tt0010610	4.9	42
tt0010612	5.8	23
tt0010616	6.6	99
tt0010622	6.6	16
tt0010628	4.2	62
tt0010629	3.5	51
tt0010630	5.6	26
tt0010632	5.3	258
tt0010635	5.7	656
tt0010640	3.7	53
tt0010641	6.5	34
tt0010648	4.1	42
tt0010651	6.5	16
tt0010654	4.4	21
tt0010656	5.6	321
tt0010662	5.3	475
tt0010668	4.8	21
tt0010674	6.5	37
tt0010680	6.3	296
tt0010690	6.8	21
tt0010692	7.7	12
tt0010694	6.2	30
tt0010703	6.2	44
tt0010708	5.6	33
tt0010715	5.9	21
tt0010719	6.8	16
tt0010726	6.5	1403
tt0010729	6.6	29
tt0010732	5.9	237
tt0010733	6.1	27
tt0010747	6.6	3247
tt0010754	6.3	54
tt0010755	6.8	280
tt0010757	7.1	353
tt0010762	7.0	21
tt0010764	7.2	22
tt0010766	7.7	37
tt0010767	6.8	64
tt0010781	2.7	22
tt0010787	5.6	8
tt0010791	6.3	96
tt0010793	6.3	25
tt0010795	6.8	44
tt0010798	5.6	15
tt0010799	6.9	11
tt0010806	6.9	1950
tt0010813	7.7	12
tt0010821	6.5	635
tt0010822	6.1	29
tt0010827	6.8	15
tt0010835	7.0	36
tt0010844	6.5	451
tt0010847	6.0	34
tt0010849	6.1	33
tt0010853	6.6	226
tt0010859	5.8	52
tt0010865	6.5	18
tt0010871	4.5	38
tt0010874	6.1	50
tt0010879	6.9	959
tt0010890	6.3	464
tt0010892	6.3	19
tt0010900	2.2	20
tt0010905	7.8	50
tt0010915	6.4	27
tt0010920	6.0	34
tt0010925	5.5	783
tt0010930	6.4	636
tt0010935	4.6	5
tt0010940	4.6	17
tt0010943	2.9	36
tt0010947	6.4	67
tt0010949	1.9	23
tt0010950	5.2	22
tt0010953	6.3	257
tt0010954	5.8	20
tt0010958	6.5	50
tt0010960	4.0	14
tt0010962	6.5	770
tt0010964	7.9	167
tt0010965	5.3	35
tt0010967	6.7	20
tt0010968	4.4	18
tt0010969	6.7	421
tt0010978	5.7	12
tt0010987	6.1	58
tt0010994	6.3	27
tt0011000	6.6	1339
tt0011001	6.1	19
tt0011007	6.0	15
tt0011011	4.9	25
tt0011012	5.4	31
tt0011016	5.9	22
tt0011018	6.6	66
tt0011024	5.2	28
tt0011031	6.0	84
tt0011036	6.4	24
tt0011042	6.5	19
tt0011045	6.9	10
tt0011055	5.7	86
tt0011058	6.2	133
tt0011063	6.4	122
tt0011069	4.8	26
tt0011070	7.2	64
tt0011071	7.1	3463
tt0011073	6.7	32
tt0011076	5.5	73
tt0011078	5.8	87
tt0011079	6.8	21
tt0011087	6.0	16
tt0011091	6.1	24
tt0011093	6.7	42
tt0011094	5.8	32
tt0011098	7.2	19
tt0011102	3.8	14
tt0011110	7.3	12
tt0011112	4.2	19
tt0011114	5.6	33
tt0011117	6.9	101
tt0011118	6.5	17
tt0011123	5.7	99
tt0011127	6.3	39
tt0011128	6.3	145
tt0011129	5.0	41
tt0011130	6.9	5929
tt0011131	5.4	184
tt0011133	6.9	18
tt0011135	4.6	19
tt0011136	4.8	70
tt0011137	4.5	27
tt0011144	6.8	1645
tt0011148	2.6	28
tt0011149	1.7	13
tt0011154	5.1	18
tt0011157	6.4	1026
tt0011163	5.7	68
tt0011170	5.6	34
tt0011172	6.8	24
tt0011173	6.2	160
tt0011174	7.0	31
tt0011179	8.0	7
tt0011191	7.3	20
tt0011193	6.4	412
tt0011197	5.2	16
tt0011205	7.2	52
tt0011211	5.9	28
tt0011213	3.8	14
tt0011216	6.9	33
tt0011217	6.2	483
tt0011221	5.9	1107
tt0011222	6.3	14
tt0011223	6.6	1034
tt0011224	6.0	27
tt0011228	3.3	59
tt0011232	5.0	16
tt0011234	4.6	40
tt0011237	7.2	8369
tt0011238	6.2	21
tt0011239	4.6	15
tt0011241	2.8	34
tt0011243	5.6	18
tt0011253	5.9	78
tt0011254	6.2	15
tt0011256	5.3	31
tt0011257	6.0	19
tt0011263	6.6	1397
tt0011265	4.8	20
tt0011267	5.1	319
tt0011273	5.9	18
tt0011277	7.1	93
tt0011280	5.1	13
tt0011281	3.4	15
tt0011284	6.7	44
tt0011291	5.7	17
tt0011293	6.9	1399
tt0011294	7.2	229
tt0011298	4.3	59
tt0011301	6.4	15
tt0011302	6.9	257
tt0011303	5.8	25
tt0011309	4.0	45
tt0011313	6.4	111
tt0011317	6.2	213
tt0011318	3.8	33
tt0011324	5.0	136
tt0011325	6.9	19
tt0011327	7.0	20
tt0011336	5.2	34
tt0011339	5.0	20
tt0011344	6.5	186
tt0011348	7.4	161
tt0011350	5.8	30
tt0011353	6.5	17
tt0011358	6.6	482
tt0011362	6.3	200
tt0011365	4.9	21
tt0011368	6.0	51
tt0011369	8.2	123
tt0011370	6.9	466
tt0011371	6.5	378
tt0011385	4.7	14
tt0011387	6.7	1409
tt0011393	5.2	108
tt0011394	6.5	55
tt0011396	5.6	54
tt0011401	6.1	118
tt0011404	4.2	9
tt0011413	3.6	34
tt0011414	5.8	173
tt0011415	6.0	180
tt0011419	5.0	17
tt0011421	2.3	42
tt0011423	4.2	7
tt0011428	6.0	42
tt0011433	3.2	39
tt0011435	4.7	21
tt0011439	7.1	2727
tt0011440	6.5	244
tt0011450	7.7	23
tt0011454	6.1	14
tt0011459	5.6	41
tt0011462	7.1	18
tt0011470	1.3	21
tt0011471	4.8	17
tt0011474	6.6	206
tt0011481	5.9	43
tt0011487	3.9	25
tt0011495	4.5	27
tt0011499	7.5	129
tt0011502	5.7	12
tt0011506	5.2	15
tt0011507	5.9	19
tt0011508	7.6	4571
tt0011513	5.7	285
tt0011520	3.2	23
tt0011521	6.9	1223
tt0011522	6.6	81
tt0011525	6.1	75
tt0011530	7.2	30
tt0011533	5.6	19
tt0011534	6.1	42
tt0011541	8.1	8991
tt0011545	5.7	491
tt0011548	6.2	207
tt0011549	3.9	26
tt0011565	7.4	2577
tt0011568	5.7	50
tt0011571	5.3	23
tt0011575	5.8	69
tt0011577	5.3	22
tt0011587	3.9	17
tt0011588	6.4	493
tt0011594	6.4	36
tt0011598	5.0	19
tt0011603	3.3	56
tt0011604	5.8	22
tt0011607	7.1	1479
tt0011608	6.6	8
tt0011612	5.7	41
tt0011617	6.2	44
tt0011619	7.0	71
tt0011623	5.8	190
tt0011624	5.3	66
tt0011635	5.2	49
tt0011641	6.3	225
tt0011647	6.0	190
tt0011649	6.0	86
tt0011650	7.6	16
tt0011651	6.9	67
tt0011652	6.1	1728
tt0011654	6.9	101
tt0011656	7.8	4637
tt0011662	5.9	38
tt0011667	5.9	24
tt0011676	6.9	78
tt0011679	5.7	338
tt0011687	6.8	12
tt0011689	4.9	16
tt0011691	5.7	21
tt0011692	5.5	34
tt0011693	6.0	22
tt0011694	7.0	19
tt0011695	5.7	27
tt0011705	6.6	17
tt0011716	5.8	647
tt0011717	5.5	129
tt0011721	7.0	150
tt0011722	5.5	295
tt0011723	6.1	1055
tt0011731	3.9	25
tt0011735	6.0	32
tt0011738	6.7	23
tt0011741	6.3	283
tt0011742	6.1	806
tt0011753	5.4	246
tt0011756	6.6	34
tt0011757	6.5	24
tt0011758	4.9	23
tt0011761	4.6	12
tt0011765	6.4	23
tt0011771	4.8	29
tt0011773	4.4	17
tt0011779	6.3	250
tt0011785	6.8	57
tt0011793	4.7	17
tt0011797	7.1	27
tt0011805	4.5	21
tt0011807	3.5	37
tt0011808	4.5	83
tt0011812	5.0	17
tt0011816	5.8	23
tt0011830	5.6	78
tt0011833	6.9	585
tt0011837	6.0	561
tt0011841	7.3	5806
tt0011845	6.7	16
tt0011848	6.2	121
tt0011849	7.7	21
tt0011853	5.2	14
tt0011855	6.7	31
tt0011858	5.2	19
tt0011860	5.6	19
tt0011865	6.7	1480
tt0011866	4.9	26
tt0011870	6.4	3502
tt0011874	6.6	60
tt0011877	6.2	41
tt0011880	6.9	18
tt0011881	5.6	62
tt0011886	7.1	27
tt0011890	6.3	33
tt0011898	4.8	11
tt0011904	6.8	1307
tt0011906	4.8	57
tt0011907	4.5	16
tt0011908	5.6	161
tt0011909	6.6	1339
tt0011912	6.2	15
tt0011914	7.4	16
tt0011916	5.9	102
tt0011922	6.6	823
tt0011923	6.6	14
tt0011925	5.4	38
tt0011927	6.0	16
tt0011929	7.1	39
tt0011935	5.4	19
tt0011938	5.9	36
tt0011939	4.5	26
tt0011942	6.8	71
tt0011944	4.5	24
tt0011948	6.8	461
tt0011949	6.1	73
tt0011950	6.8	18
tt0011952	8.3	21
tt0011953	4.9	56
tt0011956	5.2	24
tt0011958	6.6	73
tt0011960	6.9	1277
tt0011966	7.0	14
tt0011968	4.1	58
tt0011969	7.0	13
tt0011973	5.7	28
tt0011977	7.6	17
tt0011978	6.2	15
tt0011979	6.7	661
tt0011980	6.7	23
tt0011982	8.0	10
tt0011984	7.1	3546
tt0011988	5.3	54
tt0011990	7.0	41
tt0011998	7.0	48
tt0011999	6.3	98
tt0012006	6.9	47
tt0012008	7.1	12
tt0012016	6.1	196
tt0012017	6.5	57
tt0012023	7.2	35
tt0012027	6.5	1055
tt0012028	1.6	16
tt0012034	5.6	17
tt0012045	6.4	15
tt0012048	6.5	13
tt0012067	7.0	46
tt0012068	6.8	491
tt0012069	3.9	20
tt0012071	4.8	14
tt0012073	6.2	14
tt0012077	7.5	20
tt0012079	6.4	25
tt0012087	7.1	44
tt0012091	5.8	12
tt0012092	6.7	48
tt0012096	5.6	36
tt0012102	3.9	54
tt0012104	6.5	14
tt0012105	5.8	19
tt0012107	6.1	75
tt0012109	6.6	25
tt0012111	6.7	32
tt0012114	7.3	20
tt0012117	6.5	26
tt0012122	5.5	205
tt0012123	6.8	458
tt0012125	6.4	134
tt0012134	7.1	477
tt0012136	6.3	314
tt0012153	6.0	48
tt0012159	4.8	20
tt0012164	5.9	21
tt0012168	6.2	13
tt0012174	7.0	66
tt0012175	6.4	355
tt0012178	6.0	13
tt0012181	7.2	76
tt0012187	6.5	184
tt0012189	3.9	26
tt0012190	7.1	3505
tt0012191	6.2	24
tt0012192	4.8	44
tt0012194	3.8	55
tt0012202	7.7	21
tt0012205	6.2	35
tt0012219	5.4	19
tt0012224	7.7	4797
tt0012226	5.9	23
tt0012227	5.4	36
tt0012238	6.8	23
tt0012248	7.2	55
tt0012249	7.0	508
tt0012253	6.9	2542
tt0012255	6.9	3528
tt0012273	6.2	24
tt0012278	7.6	3456
tt0012281	6.8	298
tt0012284	6.5	31
tt0012285	5.6	20
tt0012293	6.2	53
tt0012297	9.4	27
tt0012298	6.5	26
tt0012303	6.2	820
tt0012304	7.3	4094
tt0012305	6.5	24
tt0012313	6.7	413
tt0012314	6.7	378
tt0012317	7.3	16
tt0012320	7.0	316
tt0012322	6.1	21
tt0012328	5.0	49
tt0012329	6.1	19
tt0012334	6.7	270
tt0012337	6.8	9
tt0012342	6.4	15
tt0012344	5.6	15
tt0012347	5.8	259
tt0012349	8.2	132485
tt0012350	6.9	23
tt0012352	6.3	28
tt0012362	6.3	7
tt0012364	8.0	13726
tt0012365	5.1	93
tt0012366	7.0	64
tt0012368	5.8	42
tt0012369	7.1	32
tt0012375	5.8	12
tt0012376	5.8	14
tt0012380	5.3	15
tt0012382	6.1	355
tt0012397	6.8	359
tt0012398	7.0	60
tt0012405	5.4	60
tt0012406	7.1	48
tt0012408	6.4	403
tt0012409	6.6	120
tt0012410	6.9	19
tt0012416	8.1	23
tt0012422	6.7	75
tt0012427	7.4	19
tt0012434	4.8	31
tt0012436	6.9	67
tt0012439	6.3	39
tt0012445	4.7	22
tt0012453	6.6	14
tt0012456	4.6	29
tt0012465	6.8	404
tt0012467	6.5	204
tt0012468	6.3	75
tt0012471	7.1	20
tt0012472	7.1	47
tt0012476	6.6	16
tt0012484	5.8	65
tt0012486	6.2	301
tt0012490	5.1	21
tt0012492	6.6	38
tt0012494	7.6	6562
tt0012497	5.0	13
tt0012499	7.5	2035
tt0012512	6.7	872
tt0012513	6.5	291
tt0012514	5.1	22
tt0012520	5.8	34
tt0012529	5.9	28
tt0012532	7.3	5400
tt0012538	6.5	712
tt0012543	6.8	3193
tt0012547	6.6	8
tt0012548	6.3	24
tt0012555	6.7	18
tt0012562	5.9	20
tt0012563	6.1	98
tt0012565	6.2	47
tt0012570	7.5	4486
tt0012581	4.3	20
tt0012583	6.9	10
tt0012591	6.6	38
tt0012600	7.0	67
tt0012618	6.3	81
tt0012619	6.1	20
tt0012620	5.7	1422
tt0012622	4.7	23
tt0012623	8.5	14
tt0012627	5.8	57
tt0012631	6.5	224
tt0012636	7.0	12
tt0012642	6.8	1218
tt0012645	6.6	157
tt0012646	5.9	268
tt0012650	6.4	280
tt0012651	6.1	2012
tt0012657	6.5	114
tt0012675	6.2	3591
tt0012682	5.1	16
tt0012684	4.3	32
tt0012685	3.9	23
tt0012689	5.6	34
tt0012695	2.5	29
tt0012699	6.0	165
tt0012701	6.3	77
tt0012710	6.7	9
tt0012716	6.0	21
tt0012720	4.3	9
tt0012724	4.8	10
tt0012728	6.8	24
tt0012730	5.8	19
tt0012734	4.1	63
tt0012739	4.9	54
tt0012740	5.4	78
tt0012745	6.7	174
tt0012746	1.6	28
tt0012747	6.7	20
tt0012752	6.9	1103
tt0012754	6.4	59
tt0012755	6.8	200
tt0012763	7.1	1925
tt0012769	5.8	201
tt0012771	5.9	46
tt0012772	1.7	17
tt0012775	5.3	41
tt0012788	7.2	20
tt0012794	5.8	72
tt0012806	5.9	564
tt0012807	5.4	27
tt0012814	6.9	43
tt0012815	7.5	17
tt0012818	3.9	46
